"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2000","2000",283.4,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2002","2002",329.1,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2008","2008",313.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2012","2012",337.9,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2000","2000",31.7,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2002","2002",42.7,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2008","2008",31,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2012","2012",36.3,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2000","2000",48.5,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2002","2002",44.6,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2008","2008",38.4,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2012","2012",35.1,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2000","2000",56.6,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2002","2002",77.3,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2008","2008",91.3,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHE","Switzerland","2012","2012",107.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2002","2002",137.3,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2008","2008",182.3,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2012","2012",257.8,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2002","2002",9.1,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2008","2008",13.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2012","2012",20.5,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2002","2002",47.7,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2008","2008",49.1,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2012","2012",63.9,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2002","2002",8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2008","2008",14.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","TUR","Turkey","2012","2012",40.6,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2000","2000",260.3,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2002","2002",286.6,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2008","2008",298.4,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2012","2012",284,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2000","2000",35.4,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2002","2002",39.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2008","2008",36.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2012","2012",36.8,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2000","2000",47.6,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2002","2002",48.1,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2008","2008",41.6,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2012","2012",34.9,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2000","2000",40.2,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2002","2002",52.2,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2008","2008",79.7,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","GBR","United Kingdom","2012","2012",73.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","USA","United States","2002","2002",406.6,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","USA","United States","2008","2008",335,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","USA","United States","2012","2012",347,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","USA","United States","2002","2002",44.6,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","USA","United States","2008","2008",34.1,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","USA","United States","2012","2012",28.5,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","USA","United States","2002","2002",61.9,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","USA","United States","2008","2008",49.5,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","USA","United States","2012","2012",44.2,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","USA","United States","2002","2002",124.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","USA","United States","2008","2008",83.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","USA","United States","2012","2012",98.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","BRA","Brazil","2012","2012",231.6,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","BRA","Brazil","2012","2012",16.9,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","BRA","Brazil","2012","2012",21.3,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","BRA","Brazil","2012","2012",76.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHL","Chile","2008","2008",203,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHL","Chile","2012","2012",195.3,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHL","Chile","2008","2008",14.4,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHL","Chile","2012","2012",15.7,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHL","Chile","2008","2008",19.9,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHL","Chile","2012","2012",17.1,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHL","Chile","2008","2008",57.4,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHL","Chile","2012","2012",52.4,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","CHN","China (People's Republic of)","2012","2012",211.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","CHN","China (People's Republic of)","2012","2012",16.9,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","CHN","China (People's Republic of)","2012","2012",52.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","CHN","China (People's Republic of)","2012","2012",5.3,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","EST","Estonia","2008","2008",285.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","EST","Estonia","2012","2012",321.9,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","EST","Estonia","2008","2008",31.5,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","EST","Estonia","2012","2012",35.1,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","EST","Estonia","2008","2008",64.1,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","EST","Estonia","2012","2012",48.2,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","EST","Estonia","2008","2008",42.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","EST","Estonia","2012","2012",94.4,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","IND","India","2012","2012",92.4,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","IND","India","2012","2012",7.2,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","IND","India","2012","2012",11,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","IND","India","2012","2012",4.2,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","IDN","Indonesia","2012","2012",136.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","IDN","Indonesia","2012","2012",15.9,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","IDN","Indonesia","2012","2012",25.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","IDN","Indonesia","2012","2012",14.8,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","ISR","Israel","2008","2008",303.7,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","ISR","Israel","2012","2012",318,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","ISR","Israel","2008","2008",45.6,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","ISR","Israel","2012","2012",43,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","ISR","Israel","2008","2008",33.1,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","ISR","Israel","2012","2012",29.5,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","ISR","Israel","2008","2008",55.1,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","ISR","Israel","2012","2012",84.3,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","RUS","Russia","2012","2012",245.8,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","RUS","Russia","2012","2012",30,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","RUS","Russia","2012","2012",51.4,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","RUS","Russia","2012","2012",30.1,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2008","2008",315.5,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2012","2012",358.2,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2008","2008",49.5,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2012","2012",49.7,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2008","2008",50.5,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2012","2012",53.8,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2008","2008",61.6,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","SVN","Slovenia","2012","2012",82.9,,
"CANCTOCA","Malignant neoplasms","INCITHTH","Incidence per 100 000 males","ZAF","South Africa","2012","2012",224.3,,
"CANCCOLC","Malignant neoplasms of colon","INCITHTH","Incidence per 100 000 males","ZAF","South Africa","2012","2012",15.6,,
"CANCLUNC","Malignant neoplasms of lung","INCITHTH","Incidence per 100 000 males","ZAF","South Africa","2012","2012",28.7,,
"CANCPROC","Malignant neoplasms of prostate","INCITHTH","Incidence per 100 000 males","ZAF","South Africa","2012","2012",67.9,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUS","Australia","2002","2002",39518,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUS","Australia","2008","2008",47169,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUS","Australia","2012","2012",52361,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUS","Australia","2002","2002",5715,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUS","Australia","2008","2008",6474,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUS","Australia","2012","2012",7079,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUS","Australia","2002","2002",2679,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUS","Australia","2008","2008",3751,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUS","Australia","2012","2012",4616,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUS","Australia","2002","2002",11176,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUS","Australia","2008","2008",13384,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUS","Australia","2012","2012",14710,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUS","Australia","2002","2002",835,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUS","Australia","2008","2008",658,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUS","Australia","2012","2012",793,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUT","Austria","2000","2000",15495,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUT","Austria","2002","2002",17339,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUT","Austria","2008","2008",18020,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","AUT","Austria","2012","2012",18844,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUT","Austria","2000","2000",2197,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUT","Austria","2002","2002",2451,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUT","Austria","2008","2008",2300,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","AUT","Austria","2012","2012",2084,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUT","Austria","2000","2000",889,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUT","Austria","2002","2002",1096,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUT","Austria","2008","2008",1368,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","AUT","Austria","2012","2012",1725,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUT","Austria","2000","2000",4359,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUT","Austria","2002","2002",4635,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUT","Austria","2008","2008",5220,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","AUT","Austria","2012","2012",5254,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUT","Austria","2000","2000",672,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUT","Austria","2002","2002",610,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUT","Austria","2008","2008",472,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","AUT","Austria","2012","2012",363,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","BEL","Belgium","2000","2000",21480,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","BEL","Belgium","2002","2002",22496,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","BEL","Belgium","2008","2008",26720,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","BEL","Belgium","2012","2012",29242,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","BEL","Belgium","2000","2000",3073,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","BEL","Belgium","2002","2002",3130,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","BEL","Belgium","2008","2008",3634,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","BEL","Belgium","2012","2012",3886,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","BEL","Belgium","2000","2000",1055,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","BEL","Belgium","2002","2002",1189,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","BEL","Belgium","2008","2008",1599,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","BEL","Belgium","2012","2012",2037,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","BEL","Belgium","2000","2000",6813,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","BEL","Belgium","2002","2002",7429,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","BEL","Belgium","2008","2008",9714,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","BEL","Belgium","2012","2012",10337,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","BEL","Belgium","2000","2000",669,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","BEL","Belgium","2002","2002",667,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","BEL","Belgium","2008","2008",667,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","BEL","Belgium","2012","2012",639,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CAN","Canada","2002","2002",65726,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CAN","Canada","2008","2008",79839,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CAN","Canada","2012","2012",86563,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CAN","Canada","2002","2002",8266,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CAN","Canada","2008","2008",10693,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CAN","Canada","2012","2012",10585,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CAN","Canada","2002","2002",8096,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CAN","Canada","2008","2008",10384,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CAN","Canada","2012","2012",12037,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CAN","Canada","2002","2002",19540,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CAN","Canada","2008","2008",22986,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CAN","Canada","2012","2012",23420,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CAN","Canada","2002","2002",1502,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CAN","Canada","2008","2008",1419,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CAN","Canada","2012","2012",1408,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CZE","Czech Republic","2002","2002",22643,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CZE","Czech Republic","2008","2008",25215,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","CZE","Czech Republic","2012","2012",26911,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CZE","Czech Republic","2002","2002",3243,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CZE","Czech Republic","2008","2008",3481,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","CZE","Czech Republic","2012","2012",3358,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CZE","Czech Republic","2002","2002",1307,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CZE","Czech Republic","2008","2008",1724,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","CZE","Czech Republic","2012","2012",2059,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CZE","Czech Republic","2002","2002",5132,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CZE","Czech Republic","2008","2008",6353,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","CZE","Czech Republic","2012","2012",6854,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CZE","Czech Republic","2002","2002",1160,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CZE","Czech Republic","2008","2008",990,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","CZE","Czech Republic","2012","2012",1016,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DNK","Denmark","2000","2000",13277,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DNK","Denmark","2002","2002",13355,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DNK","Denmark","2008","2008",15941,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DNK","Denmark","2012","2012",17564,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DNK","Denmark","2000","2000",1647,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DNK","Denmark","2002","2002",1800,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DNK","Denmark","2008","2008",2169,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DNK","Denmark","2012","2012",2297,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DNK","Denmark","2000","2000",1336,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DNK","Denmark","2002","2002",1515,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DNK","Denmark","2008","2008",2019,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DNK","Denmark","2012","2012",2263,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DNK","Denmark","2000","2000",3648,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DNK","Denmark","2002","2002",3879,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DNK","Denmark","2008","2008",4172,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DNK","Denmark","2012","2012",5224,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DNK","Denmark","2000","2000",509,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DNK","Denmark","2002","2002",439,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DNK","Denmark","2008","2008",389,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DNK","Denmark","2012","2012",363,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FIN","Finland","2000","2000",9986,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FIN","Finland","2002","2002",10571,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FIN","Finland","2008","2008",12262,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FIN","Finland","2012","2012",13224,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FIN","Finland","2000","2000",1091,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FIN","Finland","2002","2002",1146,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FIN","Finland","2008","2008",1264,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FIN","Finland","2012","2012",1345,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FIN","Finland","2000","2000",450,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FIN","Finland","2002","2002",542,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FIN","Finland","2008","2008",684,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FIN","Finland","2012","2012",812,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FIN","Finland","2000","2000",3272,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FIN","Finland","2002","2002",3609,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FIN","Finland","2008","2008",4088,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FIN","Finland","2012","2012",4477,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FIN","Finland","2000","2000",157,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FIN","Finland","2002","2002",164,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FIN","Finland","2008","2008",140,,
